SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PZA00729.18,2,186070362,0.247160075157287,0.057347670250896,279,0.259636524014069,0.263257907818223,0.983627334834836,-3.34910197699719
PZA03602.1,2,209504204,0.247256964305893,0.403225806451613,279,0.259636524014069,0.263256419885812,0.983627334834836,1.45469950031398
PZB01267.2,2,198756501,0.247368253416141,0.492831541218638,279,0.259636524014069,0.263254711695931,0.983627334834836,1.60524442355995
PZA02378.7,2,35040818,0.247610307103625,0.396057347670251,279,0.259636524014069,0.263250999642858,0.983627334834836,-1.56665778201926
Fea2.2,4,132734439,0.247810185583257,0.245519713261649,279,0.259636524014069,0.263247937734215,0.983627334834836,-1.86472891192318
PZB02514.2,6,146163940,0.248157210268881,0.318996415770609,279,0.259636524014069,0.263242628918129,0.983627334834836,1.51250619010068
PHM5098.25,1,65825628,0.248807647825834,0.10573476702509,279,0.259636524014069,0.263232703008687,0.983627334834836,2.18791608020085
PZA02411.3,5,192326110,0.251277192189648,0.154121863799283,279,0.259636524014069,0.263195305678206,0.983627334834836,-1.87947766047785
PZA03565.2,7,43623648,0.251614359346103,0.068100358422939,279,0.259636524014069,0.263190234960828,0.983627334834836,2.89386351189228
te1.1,3,163618301,0.25175368967645,0.444444444444444,279,0.259636524014069,0.263188141993244,0.983627334834836,1.51324128688771
PZA03276.2,1,213323483,0.251766785244357,0.155913978494624,279,0.259636524014069,0.263187945350025,0.983627334834836,1.83876444259403
PZB01683.2,3,156252241,0.252084774414391,0.150537634408602,279,0.259636524014069,0.263183174289838,0.983627334834836,-2.0884842539042
PZA03385.1,4,37067373,0.252188743327252,0.336917562724014,279,0.259636524014069,0.263181615966895,0.983627334834836,-1.65151083464707
PZA00084.3,7,43948320,0.254780293422578,0.301075268817204,279,0.259636524014069,0.263143027305372,0.983627334834836,1.64381942088889
PZA03595.2,9,90435061,0.255400728872515,0.338709677419355,279,0.259636524014069,0.263133860853222,0.983627334834836,-1.73793627081054
PZA03305.1,1,286642578,0.255544878562656,0.308243727598566,279,0.259636524014069,0.263131735097557,0.983627334834836,-1.65787318913453
PZA00458.6,3,5480980,0.255681846387855,0.170250896057348,279,0.259636524014069,0.263129716626516,0.983627334834836,-1.82376005624795
PZA03670.1,9,130886940,0.255704918146695,0.308243727598566,279,0.259636524014069,0.263129376753733,0.983627334834836,-1.61738099608158
PZA02487.1,1,22601426,0.255938588672624,0.32258064516129,279,0.259636524014069,0.263125936663779,0.983627334834836,1.65429941959343
PZA00504.1,7,142135761,0.255943057567354,0.116487455197133,279,0.259636524014069,0.263125870910755,0.983627334834836,2.28339485645654
PZB00079.4,5,11737636,0.256741842626094,0.137992831541219,279,0.259636524014069,0.263114140785066,0.983627334834836,-2.18961624379665
PZA00719.2,3,140524105,0.25854787388128,0.111111111111111,279,0.259636524014069,0.263087785242755,0.983627334834836,-2.1533092613434
PZA00452.1,8,78017679,0.258566581613812,0.467741935483871,279,0.259636524014069,0.263087513435529,0.983627334834836,-1.40487416368771
PZB00228.6,3,150829954,0.259162154227444,0.372759856630824,279,0.259636524014069,0.263078873017103,0.983627334834836,1.54262903659699
PZA00355.2,6,78756245,0.25949991485395,0.458781362007168,279,0.259636524014069,0.263073983819777,0.983627334834836,-1.4945886521335
PZB00147.1,5,80010733,0.259618549475909,0.421146953405018,279,0.259636524014069,0.263072268419696,0.983627334834836,1.39661855602739
PZA00828.2,3,157646430,0.25962829747598,0.0896057347670251,279,0.259636524014069,0.263072127511559,0.983627334834836,-2.86601807997806
PZA00243.1,1,295771060,0.259678089618117,0.412186379928315,279,0.259636524014069,0.263071407864604,0.983627334834836,-1.56567158415584
PZB00229.2,4,156290035,0.259764771473327,0.0698924731182796,279,0.259636524014069,0.263070155458732,0.983627334834836,2.72496785791645
PZA03552.1,1,12209727,0.25983030030163,0.137992831541219,279,0.259636524014069,0.263069209022854,0.983627334834836,2.04253780313493
PZA03762.1,4,245131700,0.259935005171988,0.451612903225806,279,0.259636524014069,0.26306769738104,0.983627334834836,-1.43550003625384
PZB02002.1,3,133483395,0.260668073423139,0.189964157706093,279,0.259636524014069,0.26305713510752,0.983627334834836,2.00910834836299
PZA00294.22,1,63913517,0.261016053052539,0.408602150537634,279,0.259636524014069,0.263052134229089,0.983627334834836,-1.48376337763824
PZA01935.10,2,6470320,0.261379697791501,0.347670250896057,279,0.259636524014069,0.263046917079086,0.983627334834836,1.7137741889554
PZA02966.10,2,128180134,0.261579951092222,0.0663082437275986,279,0.259636524014069,0.263044047933461,0.983627334834836,-2.64874297217716
PZA03591.3,8,134813550,0.261738451578268,0.145161290322581,279,0.259636524014069,0.263041778942272,0.983627334834836,1.90352321577062
PZA03730.1,3,122632051,0.261757206832262,0.261648745519713,279,0.259636524014069,0.263041510567268,0.983627334834836,-1.68713918312943
PZB02516.2,3,193566873,0.262461890782463,0.175627240143369,279,0.259636524014069,0.263031444331696,0.983627334834836,-1.9172631035504
PHM3330.25,9,128515170,0.26274990232159,0.313620071684588,279,0.259636524014069,0.263027339844194,0.983627334834836,1.64900494978878
PZA03576.4,2,233873436,0.264011732914775,0.0860215053763441,279,0.259636524014069,0.263009423217819,0.983627334834836,-2.57246441594361
PZB01957.2,1,26283149,0.264994429255245,0.1415770609319,279,0.259636524014069,0.262995543818782,0.983627334834836,2.40523286499638
PZA00569.17,5,66902020,0.265335107727347,0.0519713261648745,279,0.259636524014069,0.262990747138275,0.983627334834836,3.07059706576661
PZB01473.3,3,175051721,0.265348236124716,0.114695340501792,279,0.259636524014069,0.262990562447165,0.983627334834836,2.35098940599823
PZA03668.1,6,78304925,0.266110048290789,0.378136200716846,279,0.259636524014069,0.262979864736096,0.983627334834836,1.50256317171301
PZA00255.15,5,169719615,0.266952133379335,0.0627240143369176,279,0.259636524014069,0.262968084250582,0.983627334834836,2.61399640408007
PHM3465.6,8,159478545,0.266965358987218,0.123655913978495,279,0.259636524014069,0.262967899599623,0.983627334834836,-3.26976267954751
PZA03202.1,8,169912848,0.267269935220589,0.474910394265233,279,0.259636524014069,0.262963650384714,0.983627334834836,-1.38570998660506
PZB02035.1,2,27403823,0.267465741006291,0.277777777777778,279,0.259636524014069,0.262960921850409,0.983627334834836,-1.57797772782371
PZA03745.1,6,147142571,0.268306887858308,0.43010752688172,279,0.259636524014069,0.262949228930462,0.983627334834836,-1.36864997905417
PZB01436.3,9,135383693,0.268777954758007,0.102150537634409,279,0.259636524014069,0.262942700588732,0.983627334834836,-2.23222214948862
PHM5480.17,1,204199508,0.269224584273799,0.263440860215054,279,0.259636524014069,0.262936524143244,0.983627334834836,1.63734099924389
PZA01447.1,3,53549251,0.269359866876892,0.46415770609319,279,0.259636524014069,0.2629346558523,0.983627334834836,1.54250370672696
PZA03296.2,6,83064740,0.269467665366785,0.166666666666667,279,0.259636524014069,0.262933167966741,0.983627334834836,1.90947354658999
PZA03169.2,2,214423504,0.269572351975604,0.299283154121864,279,0.259636524014069,0.262931723747011,0.983627334834836,-1.5494149735386
PZA00067.10,5,145121179,0.270186371640963,0.164874551971326,279,0.259636524014069,0.262923267086615,0.983627334834836,-1.91626267524418
PZD00017.2,5,195724183,0.27104211389273,0.184587813620072,279,0.259636524014069,0.262911521415158,0.983627334834836,1.8366422575009
PZA03610.1,8,128633607,0.271078835069658,0.218637992831541,279,0.259636524014069,0.262911018432974,0.983627334834836,1.71726731431147
PZA03213.1,6,89828654,0.271202221917973,0.270609318996416,279,0.259636524014069,0.262909328988856,0.983627334834836,-1.52530946709811
PZD00098.1,1,23267898,0.271645410526929,0.419354838709677,279,0.259636524014069,0.262903268690535,0.983627334834836,-1.65618596258554
PZA01195.3,9,11345280,0.272027156639197,0.129032258064516,279,0.259636524014069,0.262898058526824,0.983627334834836,-2.74001955030445
PZA03758.1,9,80499825,0.272091124336719,0.17741935483871,279,0.259636524014069,0.2628971863791,0.983627334834836,1.96995413150469
PZB00081.2,5,6960836,0.272393189694251,0.3584229390681,279,0.259636524014069,0.26289307144245,0.983627334834836,-1.62114134826649
PZA03736.1,8,93829348,0.273891896416373,0.299283154121864,279,0.259636524014069,0.262872739608108,0.983627334834836,-1.49164885876527
PZB01378.4,4,158720894,0.274691639468263,0.367383512544803,279,0.259636524014069,0.262861947316912,0.983627334834836,1.62586912563933
PZA03200.2,1,148694799,0.275753802503843,0.433691756272401,279,0.259636524014069,0.26284767481455,0.983627334834836,-1.42080484276318
PZA00196.2,8,70063587,0.275814677260164,0.0806451612903226,279,0.259636524014069,0.262846858929195,0.983627334834836,2.48819079773797
PZB02504.1,9,128442190,0.276443140875917,0.412186379928315,279,0.259636524014069,0.262838449086722,0.983627334834836,-1.41189718522116
PZA00471.1,2,22429119,0.276452767450604,0.111111111111111,279,0.259636524014069,0.262838320455528,0.983627334834836,2.26788421042579
PZB00037.2,3,120915670,0.276788123034891,0.0663082437275986,279,0.259636524014069,0.262833842929426,0.983627334834836,-2.51668797363504
PHM2749.10,8,171703522,0.277161848178694,0.39247311827957,279,0.259636524014069,0.262828861173234,0.983627334834836,-1.46952096972379
PZB00149.2,1,188047739,0.277662941682434,0.238351254480287,279,0.259636524014069,0.262822194897709,0.983627334834836,-1.65772747598777
Fea2.5,4,132734849,0.278016458718074,0.150537634408602,279,0.259636524014069,0.262817501039245,0.983627334834836,-1.94249195742677
PZB00035.1,3,120916059,0.278243076113066,0.313620071684588,279,0.259636524014069,0.26281449607071,0.983627334834836,1.71864623534773
PZA00699.1,4,45378466,0.278595597657468,0.211469534050179,279,0.259636524014069,0.262809827747707,0.983627334834836,1.62675116728826
PZA01509.1,6,31892075,0.279782963107404,0.43010752688172,279,0.259636524014069,0.262794158688041,0.983627334834836,-1.39502016177835
PZB00063.4,1,268373504,0.279926815154768,0.498207885304659,279,0.259636524014069,0.262792266063862,0.983627334834836,-1.49168602793884
PZA03320.6,5,190229745,0.280693528808524,0.274193548387097,279,0.259636524014069,0.262782199354237,0.983627334834836,1.5954593027858
PZA03344.3,7,22002684,0.280833880527193,0.241935483870968,279,0.259636524014069,0.262780360353463,0.983627334834836,1.57722857890874
PZA00613.21,2,4180573,0.280948976730174,0.068100358422939,279,0.259636524014069,0.26277885314001,0.983627334834836,-2.87123140900121
PZB00221.2,9,142271476,0.281282609114954,0.478494623655914,279,0.259636524014069,0.262774488561134,0.983627334834836,1.35192828062443
PZB00089.3,2,9401124,0.281922035980664,0.224014336917563,279,0.259636524014069,0.262766141902671,0.983627334834836,1.84901687823844
PZA03102.2,6,145827685,0.281978056925645,0.0913978494623656,279,0.259636524014069,0.262765411786621,0.983627334834836,-2.09536436839295
PZA00240.6,1,41231748,0.283090757492423,0.456989247311828,279,0.259636524014069,0.262750948100752,0.983627334834836,1.43402035196925
PZA03288.2,4,136297062,0.283154228469281,0.234767025089606,279,0.259636524014069,0.262750125236704,0.983627334834836,1.61752363697462
PZD00057.4,7,2092048,0.283336702247599,0.186379928315412,279,0.259636524014069,0.262747760875926,0.983627334834836,1.68661640869267
PZB02523.1,2,32949215,0.283477462737431,0.175627240143369,279,0.259636524014069,0.262745938326941,0.983627334834836,2.06675220591069
PHM9241.13,7,5101361,0.28365171094708,0.460573476702509,279,0.259636524014069,0.262743683775893,0.983627334834836,-1.36959326270758
PZA03677.3,5,71093439,0.28426029070359,0.0734767025089605,279,0.259636524014069,0.262735823318811,0.983627334834836,-2.35077536619156
PHM9807.9,1,294311411,0.28437137954914,0.170250896057348,279,0.259636524014069,0.262734390797732,0.983627334834836,1.91087818876076
PZA00635.4,2,59600797,0.284572276116875,0.473118279569892,279,0.259636524014069,0.262731801988515,0.983627334834836,-1.4442464888815
PZA00562.3,10,61763171,0.284578831162737,0.43010752688172,279,0.259636524014069,0.262731717557543,0.983627334834836,2.3974138126124
PZA03709.2,10,121493288,0.28458507541019,0.0555555555555556,279,0.259636524014069,0.26273163713205,0.983627334834836,-2.95650068906511
PZA00307.14,1,291983663,0.284685262037854,0.397849462365591,279,0.259636524014069,0.262730347041878,0.983627334834836,-1.43629819683952
PZA03290.1,6,9243581,0.286442352169286,0.168458781362007,279,0.259636524014069,0.26270781476032,0.983627334834836,-1.77016570233387
PZA03544.4,7,157154717,0.287367060577642,0.195340501792115,279,0.259636524014069,0.262696027261535,0.983627334834836,-1.67827079992674
PZB01867.2,9,111935837,0.28778177058618,0.487455197132617,279,0.259636524014069,0.2626907565511,0.983627334834836,1.44395235251142
PZB02044.3,3,144466246,0.288048659246678,0.234767025089606,279,0.259636524014069,0.262687369684062,0.983627334834836,-1.63296279730997
PZA01601.1,8,8404207,0.292525024446555,0.315412186379928,279,0.259636524014069,0.262631154880792,0.983627334834836,-1.48319104535051
PZA03551.1,1,12208400,0.29361035815762,0.476702508960573,279,0.259636524014069,0.262617690942446,0.983627334834836,1.36163435075812
PZA00409.17,10,62062819,0.293693092236865,0.344086021505376,279,0.259636524014069,0.262616667218718,0.983627334834836,1.4630984008021
PZA00749.1,3,6733476,0.293766672853938,0.222222222222222,279,0.259636524014069,0.26261575706793,0.983627334834836,1.52651772670106
PZA03278.1,2,128573571,0.294120823407114,0.476702508960573,279,0.259636524014069,0.262611380517268,0.983627334834836,-1.35064947443445
PZA03073.28,3,168443662,0.294320027230281,0.218637992831541,279,0.259636524014069,0.2626089217536,0.983627334834836,1.92479965822687
PZA03009.5,3,11414308,0.294584059623943,0.211469534050179,279,0.259636524014069,0.262605666107261,0.983627334834836,-1.62835539534771
PZB00237.1,1,240501138,0.294781340447984,0.220430107526882,279,0.259636524014069,0.262603235986793,0.983627334834836,-1.75548495718871
PZB02151.1,5,168867197,0.295726435667173,0.419354838709677,279,0.259636524014069,0.262591623167772,0.983627334834836,-1.41706979617788
PZB00183.2,2,43923377,0.296439497146608,0.218637992831541,279,0.259636524014069,0.262582893012427,0.983627334834836,1.62389563613479
PZA03146.3,3,214272799,0.296494720799697,0.123655913978495,279,0.259636524014069,0.262582218026215,0.983627334834836,1.88424988977835
PZB00540.1,9,23217179,0.296755976035058,0.333333333333333,279,0.259636524014069,0.262579026955962,0.983627334834836,-1.41822589917933
PZA00497.1,2,19837545,0.29749645084613,0.292114695340502,279,0.259636524014069,0.262570002147376,0.983627334834836,1.58957891768347
PZA03409.3,4,128632696,0.297507855398684,0.100358422939068,279,0.259636524014069,0.262569863376628,0.983627334834836,-2.19374951424311
PZA02865.11,4,220857872,0.297886289458532,0.275985663082437,279,0.259636524014069,0.26256526247177,0.983627334834836,-1.53852940967704
PZA03058.12,9,19292942,0.298322720730265,0.338709677419355,279,0.259636524014069,0.26255996580154,0.983627334834836,1.49139207236502
lg2.12,3,175051925,0.2983235661098,0.134408602150538,279,0.259636524014069,0.262559955551442,0.983627334834836,-1.94898756084444
PZB00563.1,6,113385259,0.298635856641135,0.448028673835125,279,0.259636524014069,0.262556171638956,0.983627334834836,-1.38555465539937
PZA03276.3,1,213323599,0.298679860584506,0.267025089605735,279,0.259636524014069,0.262555638869384,0.983627334834836,1.44805229222271
PZA00395.1,5,202847226,0.29892779226012,0.311827956989247,279,0.259636524014069,0.262552638974987,0.983627334834836,-1.46397902466546
PZA00276.18,1,292092865,0.29966828527074,0.17741935483871,279,0.259636524014069,0.262543698336953,0.983627334834836,-1.66222772439403
PZA03043.14,4,32099732,0.300819484399478,0.426523297491039,279,0.259636524014069,0.262529855411645,0.983627334834836,-1.43447624091868
PZA03646.2,6,155619139,0.301081633652735,0.118279569892473,279,0.259636524014069,0.262526712695941,0.983627334834836,1.96243867540102
PZA03073.25,3,168443704,0.301303626391939,0.431899641577061,279,0.259636524014069,0.26252405415439,0.983627334834836,-1.37735326304198
ts2.4,1,46810918,0.301309377568867,0.297491039426523,279,0.259636524014069,0.262523985313108,0.983627334834836,-1.49361425409563
PZA00678.1,10,147762925,0.301333142367054,0.347670250896057,279,0.259636524014069,0.262523700867767,0.983627334834836,1.40185609402107
PZA00732.2,2,1174438,0.30151517001498,0.184587813620072,279,0.259636524014069,0.262521523107013,0.983627334834836,1.68362876244385
PZA03081.9,4,215393158,0.301757683306887,0.290322580645161,279,0.259636524014069,0.262518624344591,0.983627334834836,1.51394286150258
PZA01228.2,3,189861328,0.302542665125379,0.127240143369176,279,0.259636524014069,0.262509262100824,0.983627334834836,2.1791364956664
PZB02151.2,5,168867279,0.3027703687737,0.100358422939068,279,0.259636524014069,0.262506552234154,0.983627334834836,-2.20105662454267
PZA03607.5,10,141828307,0.302837496277343,0.0537634408602151,279,0.259636524014069,0.262505753863947,0.983627334834836,2.72818757131316
PZA01297.1,8,82856261,0.30385414626468,0.175627240143369,279,0.259636524014069,0.262493690482111,0.983627334834836,1.88624114169932
PZA03189.1,1,64261162,0.304491432174681,0.444444444444444,279,0.259636524014069,0.262486155232744,0.983627334834836,1.42031923044695
PZA03255.1,3,193565357,0.304992687331462,0.396057347670251,279,0.259636524014069,0.262480242778739,0.983627334834836,1.39367606647858
PZA03607.3,10,141828459,0.304994461285511,0.270609318996416,279,0.259636524014069,0.262480221876837,0.983627334834836,-1.5594021198462
PZA03225.2,8,154325717,0.305005396223127,0.301075268817204,279,0.259636524014069,0.262480093037655,0.983627334834836,1.3703290679918
PZB01230.2,2,39040619,0.305396542541513,0.421146953405018,279,0.259636524014069,0.262475488360587,0.983627334834836,-1.29571318962093
PZA03201.2,5,68603801,0.305844490782532,0.396057347670251,279,0.259636524014069,0.262470224402455,0.983627334834836,1.31132959545741
PZB01062.2,1,56846640,0.306147998945696,0.243727598566308,279,0.259636524014069,0.262466663491236,0.983627334834836,-1.52409687623214
PZA00364.5,1,268082607,0.306544656029967,0.175627240143369,279,0.259636524014069,0.262462016625494,0.983627334834836,-1.74463085446837
PZB01111.8,10,134034407,0.307244061426055,0.439068100358423,279,0.259636524014069,0.262453842073573,0.983627334834836,1.33905844043818
PZA03529.1,2,186512251,0.307298648127171,0.496415770609319,279,0.259636524014069,0.262453205091159,0.983627334834836,-1.3308362615677
PZA00698.4,1,273531917,0.30730749342666,0.100358422939068,279,0.259636524014069,0.262453101887579,0.983627334834836,2.04685049186715
PZA00405.7,7,138551298,0.307628124650407,0.224014336917563,279,0.259636524014069,0.262449363494521,0.983627334834836,1.54929819304701
PZB02189.6,5,204517020,0.30816729377269,0.335125448028674,279,0.259636524014069,0.2624430884943,0.983627334834836,1.45097359724826
PZA00513.1,4,238553534,0.308399589750319,0.184587813620072,279,0.259636524014069,0.262440389377681,0.983627334834836,-1.73167945906459
PZA03608.1,8,141276353,0.308756617447773,0.252688172043011,279,0.259636524014069,0.262436246129357,0.983627334834836,-1.52786590677169
PZA03613.2,1,2914066,0.30925115639185,0.288530465949821,279,0.259636524014069,0.262430517396503,0.983627334834836,-1.39898360930619
PZA00449.2,5,37511797,0.309479051428634,0.164874551971326,279,0.259636524014069,0.262427881485071,0.983627334834836,1.70107740033734
PZA00629.21,5,42492559,0.310101341852292,0.112903225806452,279,0.259636524014069,0.262420696749445,0.983627334834836,-2.54379906814
PZA03269.1,3,51967230,0.310128564556333,0.152329749103943,279,0.259636524014069,0.26242038287603,0.983627334834836,-1.91287495234911
PZA02792.16,5,21771297,0.310174128456976,0.491039426523297,279,0.259636524014069,0.262419857612068,0.983627334834836,1.46177403765739
PZA03568.3,2,27790566,0.310787762697827,0.0842293906810036,279,0.259636524014069,0.262412793397602,0.983627334834836,2.38623024865882
PZA00224.4,2,176000581,0.311076832998782,0.408602150537634,279,0.259636524014069,0.262409471906297,0.983627334834836,1.28393397164814
PZA00092.1,4,113503659,0.311218220454516,0.222222222222222,279,0.259636524014069,0.262407848797582,0.983627334834836,-1.56302495516218
PZA03146.2,3,214273072,0.311682667411859,0.157706093189964,279,0.259636524014069,0.26240252378912,0.983627334834836,-1.66981846369811
PZB00148.3,1,240498948,0.311951664050835,0.222222222222222,279,0.259636524014069,0.262399444415422,0.983627334834836,-1.58071784472017
PZB02534.1,8,128277137,0.311970795303342,0.299283154121864,279,0.259636524014069,0.262399225540293,0.983627334834836,-1.34884462231804
PHM4080.15,7,20240404,0.312273287674234,0.347670250896057,279,0.259636524014069,0.262395767145568,0.983627334834836,1.4879625067378
PZA02836.17,6,57633518,0.312665104694717,0.403225806451613,279,0.259636524014069,0.262391294016158,0.983627334834836,-1.30112081252008
PZB01856.1,3,162186937,0.312840555244815,0.46415770609319,279,0.259636524014069,0.262389293385915,0.983627334834836,-1.32378365398242
PZA03035.5,8,76419367,0.313303864028621,0.0949820788530465,279,0.259636524014069,0.262384017419181,0.983627334834836,-2.17546651528301
PZA02961.1,10,16264730,0.313311653581289,0.139784946236559,279,0.259636524014069,0.262383928802409,0.983627334834836,-1.79636210904846
PZA03174.3,4,146943233,0.313510705302596,0.189964157706093,279,0.259636524014069,0.262381665297121,0.983627334834836,1.76519791524345
PZB01009.2,6,84665035,0.313826246992153,0.152329749103943,279,0.259636524014069,0.262378080990287,0.983627334834836,1.78713133613815
PZA00538.7,3,206889794,0.314277233974379,0.462365591397849,279,0.259636524014069,0.262372966326724,0.983627334834836,1.4090836835872
PZB01013.3,2,222280629,0.314352625056235,0.378136200716846,279,0.259636524014069,0.262372112252279,0.983627334834836,1.33325960255598
PZA02545.1,9,88057165,0.314419719502763,0.0770609318996416,279,0.259636524014069,0.262371352392961,0.983627334834836,3.89493108223542
PZA03124.1,4,212497348,0.314971290595979,0.0770609318996416,279,0.259636524014069,0.262365113783577,0.983627334834836,2.35022990034372
PZB01964.5,3,27199404,0.315249512819477,0.116487455197133,279,0.259636524014069,0.262361972357464,0.983627334834836,-1.80186033303491
PZA02837.6,1,287641051,0.315302892051863,0.473118279569892,279,0.259636524014069,0.262361370065141,0.983627334834836,-1.33774894283673
PZA00667.1,3,161516074,0.315437527549253,0.360215053763441,279,0.259636524014069,0.262359851531063,0.983627334834836,1.33168833614889
PZA03451.7,5,59300236,0.315521371805,0.456989247311828,279,0.259636524014069,0.26235890629406,0.983627334834836,-1.32253041440433
PZA00015.5,9,109909820,0.315558501980988,0.154121863799283,279,0.259636524014069,0.262358487804108,0.983627334834836,-1.80188195316077
PZB02542.2,7,11032128,0.315994574992259,0.0716845878136201,279,0.259636524014069,0.262353577711945,0.983627334834836,2.32579334460775
PZA03632.3,1,219400051,0.316000636670555,0.120071684587814,279,0.259636524014069,0.262353509521454,0.983627334834836,-1.94048343800284
PZA03233.1,2,41493380,0.316439664750013,0.222222222222222,279,0.259636524014069,0.262348575268247,0.983627334834836,-1.44551482443325
PZB01482.2,7,3671378,0.316506770128754,0.103942652329749,279,0.259636524014069,0.262347821861349,0.983627334834836,2.18869871064112
PHM4468.13,6,167527305,0.317002016393303,0.383512544802867,279,0.259636524014069,0.262342268111137,0.983627334834836,1.27622979636899
PZA00700.1,4,2852707,0.317489775633364,0.439068100358423,279,0.259636524014069,0.262336809468281,0.983627334834836,1.31485286735398
PZB02209.2,2,56773640,0.318103856084077,0.120071684587814,279,0.259636524014069,0.262329952809662,0.983627334834836,1.91817329597563
PZA02746.2,8,163067200,0.31950269136,0.469534050179211,279,0.259636524014069,0.262314398696642,0.983627334834836,1.31621257870898
PZA03296.7,6,83064683,0.31953372802908,0.455197132616487,279,0.259636524014069,0.262314054608343,0.983627334834836,1.30383644139133
PZB00607.1,2,104938493,0.320499635765762,0.288530465949821,279,0.259636524014069,0.262303368059813,0.983627334834836,-1.47317570210538
PHM3457.6,2,62804122,0.320617528682806,0.446236559139785,279,0.259636524014069,0.262302066635571,0.983627334834836,1.30428293150783
PZA00395.2,5,202847197,0.321137709107377,0.318996415770609,279,0.259636524014069,0.26229633188414,0.983627334834836,1.40131141763578
PZA00405.2,7,138551678,0.321199245497717,0.449820788530466,279,0.259636524014069,0.262295654285517,0.983627334834836,1.28104878730915
PZA00501.12,6,23874393,0.321336678697136,0.0663082437275986,279,0.259636524014069,0.262294141580039,0.983627334834836,2.34586782382594
PZA03409.2,4,128632484,0.321436319947299,0.333333333333333,279,0.259636524014069,0.262293045379263,0.983627334834836,-1.41499337057073
PZA03302.2,3,115393003,0.32167551091449,0.0555555555555556,279,0.259636524014069,0.262290415758384,0.983627334834836,2.81838006962765
PZA02284.1,1,9273299,0.322011618293209,0.451612903225806,279,0.259636524014069,0.262286725023049,0.983627334834836,-1.30357031397295
PZA00645.1,3,27040373,0.32226065400916,0.145161290322581,279,0.259636524014069,0.262283993691301,0.983627334834836,1.93039008173139
PZB01292.1,9,117894891,0.322967302756734,0.17741935483871,279,0.259636524014069,0.262276258613505,0.983627334834836,-1.68622618704796
PZA03228.4,2,20042412,0.323312857515497,0.195340501792115,279,0.259636524014069,0.262272484275583,0.983627334834836,2.15167635201601
PZA03032.16,3,171364514,0.323517214562215,0.485663082437276,279,0.259636524014069,0.262270254689911,0.983627334834836,1.2398100657818
PZA03445.1,4,182713785,0.324065789054238,0.21326164874552,279,0.259636524014069,0.262264278825444,0.983627334834836,-1.49776724524367
PZB01352.4,5,3142841,0.324244663266885,0.193548387096774,279,0.259636524014069,0.262262333168153,0.983627334834836,1.67221425570079
ae1.1,5,167889542,0.324360893071539,0.207885304659498,279,0.259636524014069,0.262261069671723,0.983627334834836,1.49899559413592
PZA00136.1,4,2637441,0.32709888045247,0.439068100358423,279,0.259636524014069,0.262231478625235,0.983627334834836,1.2513644471471
PZA00235.8,1,292728923,0.327971194385514,0.139784946236559,279,0.259636524014069,0.26222212009997,0.983627334834836,-1.83551255292366
PZB00011.6,1,233401162,0.328325757469667,0.120071684587814,279,0.259636524014069,0.262218325675424,0.983627334834836,-1.88269051444277
PZA00096.6,7,144013417,0.329038008595361,0.43010752688172,279,0.259636524014069,0.262210719856342,0.983627334834836,-1.25925779262218
PZA02890.5,2,187225116,0.329047206479656,0.0519713261648745,279,0.259636524014069,0.262210621779694,0.983627334834836,-2.62379971036603
PZB00772.7,2,208388467,0.329061416078485,0.415770609318996,279,0.259636524014069,0.262210470270535,0.983627334834836,-1.43257798165854
PZA00222.5,5,58576811,0.329563208458184,0.446236559139785,279,0.259636524014069,0.262205125520614,0.983627334834836,1.29947531285106
PZA00570.19,5,87053407,0.329777298840228,0.0609318996415771,279,0.259636524014069,0.262202848478298,0.983627334834836,3.04870217047616
PZA00506.2,1,299170077,0.329885084620229,0.0627240143369175,279,0.259636524014069,0.26220170282662,0.983627334834836,-2.76245824125067
PZA02278.1,1,270002291,0.330068857752929,0.198924731182796,279,0.259636524014069,0.262199750659183,0.983627334834836,1.85974623753032
PZA00391.2,3,157104591,0.330361706126251,0.189964157706093,279,0.259636524014069,0.26219664281384,0.983627334834836,-1.51481245773959
PZB01856.2,3,162187057,0.330539186362035,0.120071684587814,279,0.259636524014069,0.26219476109912,0.983627334834836,1.83277914869109
PZA03335.1,5,210890745,0.330619571502475,0.172043010752688,279,0.259636524014069,0.262193909268362,0.983627334834836,-1.59168435442687
PHM2350.17,8,23985819,0.330753210219482,0.478494623655914,279,0.259636524014069,0.262192493728447,0.983627334834836,-1.20588587500168
PZB01077.3,1,202619995,0.331205961028326,0.240143369175627,279,0.259636524014069,0.262187703734141,0.983627334834836,-1.49701504229606
PZB01987.1,5,205076873,0.331324904651459,0.114695340501792,279,0.259636524014069,0.262186446790335,0.983627334834836,1.91796654699226
PZA03211.5,2,148837537,0.33137146549481,0.222222222222222,279,0.259636524014069,0.262185954920092,0.983627334834836,-1.60821849657498
PZB01969.2,2,136267644,0.331427986380428,0.0931899641577061,279,0.259636524014069,0.262185357955763,0.983627334834836,2.24483373963085
PZA01861.1,9,85740054,0.331807589280021,0.345878136200717,279,0.259636524014069,0.262181352175636,0.983627334834836,1.3731157740836
PZA03752.1,4,73309674,0.331930926000505,0.197132616487455,279,0.259636524014069,0.26218005197697,0.983627334834836,-1.65091969977416
